***MESSAGES***,,,,,,,,,,,,,,,,,,,,,,,,
id,title,caption,type,channel_id,created_at,updated_at,content_file_name,content_content_type,content_file_size,content_updated_at,seq_no,next_send_time,primary,reminder_message_text,reminder_delay,repeat_reminder_message_text,repeat_reminder_delay,number_of_repeat_reminders,options,deleted_at,schedule,active,requires_response,recurring_schedule
2211,33456,Self-Regulation,Know your strengths: You are disciplined and donâ€™t let your emotions rule you. How has staying in control of your emotions and behaviors played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2212,33457,Perseverance,"You work hard to finish what you start, no matter what.  Remind yourself of this if you feel your commitment to remaining a non-smoker waiver.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2213,33457,Teamwork,"Use the money you save through quitting to help others (e.g., donate half of the money you would have spent on cigarettes to a charity).",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2214,33457,Hope,Believe in yourself and your ability to remain a non-smoker.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2215,33457,Humor,Look in the mirror and laugh at yourself when you have an urge to smoke.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2216,33457,Kindness,"Do something kind for someone in your life who is helping you to remain a non-smoker. Treat them to a nice meal, buy them flowers, or write them a thoughtful card.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2217,33457,Spirituality,"When tempted to smoke, ask a higher power for help.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2218,33457,Zest,"Instead of smoking, go for a walk or do a physically active chore like gardening.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2219,33457,Appreciation,Appreciating beauty is something you do naturally. Taking time to appreciate beauty around you each day can lift your mood and take your mind off smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2220,33457,Bravery,"What is the strongest urge to smoke you have ever had?  Tell yourself that if you can get through that, you can get through any urge to smoke.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2221,33457,Creativity,Try to think of an unconventional way to manage your urges to smoke.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2222,33457,Fairness,Treat quitting smoking with an open mind.  Learn to see and accept both the challenges and the benefits of quitting.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2223,33457,Judgment,"Use critical thinking to evaluate why itâ€™s so important to quit smoking.  Write these reasons down, and reflect on whether you feel your commitment wavering.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2224,33457,Perspective,"Think about the wisdom of quitting smoking: Why is this a wise decision?  Write these reasons down, and reflect on whether you feel your commitment wavering.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2225,33457,Learning,Share what you learn about the benefits of quitting smoking with someone else. This will allow you to savor what you have learned.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2226,33457,Humility,"Even after you have quit for a few weeks, remind yourself that slips can still happen.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2227,33457,Intelligence,"Be aware of your feelings, both good and bad, while quitting.  Share those feelings with someone you trust rather than trying to change them by smoking.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2228,33457,Prudence,"Before you smoke a cigarette, ask yourself: â€œIs this worth disrupting all the progress Iâ€™ve made?â€ù",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2229,33457,Curiosity,Try to discover something new about yourself and your abilities as you become a non-smoker.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2230,33457,Honesty,Be honest with yourself about your efforts to quit smoking.  Get rid of all â€œemergencyâ€ù or â€œhiddenâ€ù cigarettes.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2231,33457,Leadership,"If you feel an urge to reach for a cigarette, plan a fun group activity to distract yourself. The urge will subside!",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2232,33457,Love,Congratulate and love yourself and your ability to quit smoking each day.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2233,33457,Forgiveness,Forgive yourself if you â€œslipâ€ù so that you can move on with a fresh start.  Remember: The most important thing you can do going forward is not light up again!,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2234,33457,Gratitude,Notice and thank the people in your life who are helpful in your quit attempt.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2235,33457,Self-Regulation,"If you get tempted to smoke a cigarette, ask yourself: â€œIs this worth disrupting all the progress Iâ€™ve made?â€ù",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2236,33458,Humility,Donâ€™t be afraid to ask others for help during your quit attempt.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2237,33458,Intelligence,Focus on helping to make someone else feel at ease rather than focusing on your urges to smoke.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2238,33458,Perseverance,Donâ€™t forget to take satisfaction in accomplishing your goal to be a non-smoker. Take stock of the amount of time youâ€™ve been a non-smoker and celebrate.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2239,33458,Teamwork,You have worked hard to quit smoking. Who can you enlist to be part of your team to remain a non-smoker?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2240,33458,Hope,Reflect on what you hope to gain now that you are a non-smoker.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2241,33458,Humor,Use humor to try to get friends who smoke not to smoke around you.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2242,33458,Kindness,Performing an anonymous favor for someone to distract you from a craving can help the craving pass more quickly. Use your kindness instead of reaching for a cigarette!,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2243,33458,Spirituality,Engage in meditation exercises to help reduce your stress and maintain your sense of purpose and spirituality. This will help control your urges to smoke.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2244,33458,Zest,Take time to celebrate being a non-smoker at least twice a week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2245,33458,Appreciation,"When you feel an urge to smoke, refocus your attention on something beautiful. Take a trip to a museum or take a long walk and notice the beauty in nature.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2246,33458,Bravery,Text or call a buddy when you have a craving or think about having a cigarette.  Draw on courage to deal with it without giving in. You can do it!,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2247,33458,Creativity,Share the creative ways you are managing your quit attempt with friends and family members.  Perhaps the â€œtoolsâ€ù you generate will inspire someone else!,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2248,33458,Fairness,"If you are feeling irritable after quitting, realize that it is not anyoneâ€™s fault and that these feelings will pass.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2249,33458,Judgment,"If you feel an urge to pick up a cigarette, play the devilâ€™s advocate and list all of the reasons quitting is important for your health.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2250,33458,Perspective,"If you are feeling an urge to smoke, reach out to a friend or loved one and tell them all the positive reasons why you have chosen to quit smoking.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2251,33458,Learning,"Try to discover new ways that you feel (physically, mentally, emotionally) now that you are a non-smoker.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2252,33458,Prudence,"When tempted to smoke, tell yourself: â€œNot for the next 5 minutes.â€ù  Then stretch out this time period until it becomes hours, then days, then several weeks, etc.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2253,33458,Curiosity,Make a list of all of the new things you can do now that you are a non-smoker. Remind yourself of these if you get tempted to pick up a cigarette.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2254,33458,Honesty,Remind yourself of the commitment you made to yourself to quit smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2255,33458,Leadership,See whether you can motivate others interest in quitting smoking with your own process of quitting.  Share tips you find helpful about the PPT program.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2256,33458,Love,"Enjoy an evening with friends or loved ones that is incompatible with smoking (e.g., a smoke-free restaurant; a hike).",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2257,33458,Forgiveness,Forgive others who may smoke around you and make your quit attempt harder.  Take the high road and simply exit the situation.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2258,33458,Gratitude,Make a list of the things in your life you are grateful for now that you are a non-smoker.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2259,33458,Self-Regulation,"When tempted to smoke, tell yourself: â€œNot for the next 5 minutes.â€ù  Then, stretch out this time period until it becomes hours, then days, then weeks, etc.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2260,33459,Perseverance,"You work hard to finish what you start, no matter what.  Remind yourself of this if you feel your commitment to remaining a non-smoker waiver.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2261,33459,Teamwork,"Use the money you save through quitting to help others (e.g., donate half of the money you would have spent on cigarettes to a charity).",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2262,33459,Hope,Believe in yourself and your ability to remain a non-smoker.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2263,33459,Humor,Look in the mirror and laugh at yourself when you have an urge to smoke.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2264,33459,Kindness,"Do something kind for someone in your life who is helping you to remain a non-smoker. Treat them to a nice meal, buy them flowers, or write them a thoughtful card.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2265,33459,Spirituality,"When tempted to smoke, ask a higher power for help.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2266,33459,Zest,"Instead of smoking, go for a walk or do a physically active chore like gardening.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2267,33459,Appreciation,Appreciating beauty is something you do naturally. Taking time to appreciate beauty around you each day can lift your mood and take your mind off smoking.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2268,33459,Bravery,"What is the strongest urge to smoke you have ever had?  Tell yourself that if you can get through that, you can get through any urge to smoke.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2269,33459,Creativity,Try to think of an unconventional way to manage your urges to smoke.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2270,33459,Fairness,Treat quitting smoking with an open mind.  Learn to see and accept both the challenges and the benefits of quitting.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2271,33459,Judgment,"Use critical thinking to evaluate why itâ€™s so important to quit smoking.  Write these reasons down, and reflect on whether you feel your commitment wavering.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2272,33459,Perspective,"Think about the wisdom of quitting smoking: Why is this a wise decision?  Write these reasons down, and reflect on whether you feel your commitment wavering.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2273,33459,Learning,Share what you learn about the benefits of quitting smoking with someone else. This will allow you to savor what you have learned.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2274,33459,Humility,"Even after you have quit for a few weeks, remind yourself that slips can still happen.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2275,33459,Intelligence,"Be aware of your feelings, both good and bad, while quitting.  Share those feelings with someone you trust rather than trying to change them by smoking.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2276,33459,Prudence,"Before you smoke a cigarette, ask yourself: â€œIs this worth disrupting all the progress Iâ€™ve made?â€ù",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2277,33459,Curiosity,Try to discover something new about yourself and your abilities as you become a non-smoker.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2278,33459,Honesty,Be honest with yourself about your efforts to quit smoking.  Get rid of all â€œemergencyâ€ù or â€œhiddenâ€ù cigarettes.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2279,33459,Leadership,"If you feel an urge to reach for a cigarette, plan a fun group activity to distract yourself. The urge will subside!",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2280,33459,Love,Congratulate and love yourself and your ability to quit smoking each day.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2281,33459,Forgiveness,Forgive yourself if you â€œslipâ€ù so that you can move on with a fresh start.  Remember: The most important thing you can do going forward is not light up again!,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2282,33459,Gratitude,Notice and thank the people in your life who are helpful in your quit attempt.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2283,33459,Self-Regulation,"If you get tempted to smoke a cigarette, ask yourself: â€œIs this worth disrupting all the progress Iâ€™ve made?â€ù",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
***MESSAGEOPTIONSEND***,,,,,,,,,,,,,,,,,,,,,,,,
